Statistical profiling result from sin_console_log.log, (8838 ticks, 38 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  LazyCompile: *BinMsg /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cmap/commands.js:394:16
      1    0.0%    0.0%  LazyCompile: *<anonymous> node:internal/validators:84:3
      1    0.0%    0.0%  LazyCompile: *<anonymous> /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/connect-mongo/build/main/lib/MongoStore.js:296:10
      1    0.0%    0.0%  Function: ^writevGeneric node:internal/stream_base_commons:122:23
      1    0.0%    0.0%  Function: ^write /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cmap/connection.js:404:15
      1    0.0%    0.0%  Function: ^validateString node:internal/validators:118:24
      1    0.0%    0.0%  Function: ^unsigned32 /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/@faker-js/faker/dist/cjs/modules/mersenne/twister.js:1:682
      1    0.0%    0.0%  Function: ^trySelfParentPath node:internal/modules/cjs/loader:427:27
      1    0.0%    0.0%  Function: ^toPathIfFileURL node:internal/url:1499:25
      1    0.0%    0.0%  Function: ^toInteger node:buffer:191:19
      1    0.0%    0.0%  Function: ^supportsOpMsg /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cmap/connection.js:385:23
      1    0.0%    0.0%  Function: ^stringify /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/safe-stable-stringify/index.js:649:22
      1    0.0%    0.0%  Function: ^size /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/denque/index.js:96:38
      1    0.0%    0.0%  Function: ^setTimeout node:timers:140:20
      1    0.0%    0.0%  Function: ^setStreamTimeout node:internal/stream_base_commons:237:26
      1    0.0%    0.0%  Function: ^setHeader node:_http_outgoing:574:57
      1    0.0%    0.0%  Function: ^send /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/express/lib/response.js:111:25
      1    0.0%    0.0%  Function: ^removeListener node:events:689:28
      1    0.0%    0.0%  Function: ^readFileSync node:fs:450:22
      1    0.0%    0.0%  Function: ^push /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/denque/index.js:136:38
      1    0.0%    0.0%  Function: ^process_params /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/express/lib/router/index.js:338:47
      1    0.0%    0.0%  Function: ^processWaitQueue /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/sdam/topology.js:548:26
      1    0.0%    0.0%  Function: ^processPromiseRejections node:internal/process/promises:211:34
      1    0.0%    0.0%  Function: ^processIncomingData /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cmap/message_stream.js:84:29
      1    0.0%    0.0%  Function: ^onwriteDrain /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/winston/node_modules/readable-stream/lib/_stream_writable.js:476:22
      1    0.0%    0.0%  Function: ^onwrite node:internal/streams/writable:425:17
      1    0.0%    0.0%  Function: ^onwrite /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/winston/node_modules/readable-stream/lib/_stream_writable.js:444:17
      1    0.0%    0.0%  Function: ^ondata node:internal/streams/readable:752:18
      1    0.0%    0.0%  Function: ^ondata /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/winston/node_modules/readable-stream/lib/_stream_readable.js:679:18
      1    0.0%    0.0%  Function: ^onWriteComplete node:internal/stream_base_commons:80:25
      1    0.0%    0.0%  Function: ^needFinish node:internal/streams/writable:650:20
      1    0.0%    0.0%  Function: ^makeConnection /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cmap/connect.js:256:24
      1    0.0%    0.0%  Function: ^listenerCount node:events:854:23
      1    0.0%    0.0%  Function: ^isValid /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/read_preference.js:133:19
      1    0.0%    0.0%  Function: ^isSharded /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cmap/wire_protocol/shared.js:39:19
      1    0.0%    0.0%  Function: ^isObjectLike /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/bson/lib/parser/utils.js:95:22
      1    0.0%    0.0%  Function: ^insert node:internal/timers:350:16
      1    0.0%    0.0%  Function: ^initialize /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/passport/lib/middleware/initialize.js:51:29
      1    0.0%    0.0%  Function: ^inTransaction /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/sessions.js:225:18
      1    0.0%    0.0%  Function: ^hash /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/express-session/index.js:596:14
      1    0.0%    0.0%  Function: ^handle /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/express/lib/application.js:165:29
      1    0.0%    0.0%  Function: ^getTimerDuration node:internal/timers:383:26
      1    0.0%    0.0%  Function: ^getObserverType node:internal/perf/observe:116:25
      1    0.0%    0.0%  Function: ^get node:internal/streams/writable:787:8
      1    0.0%    0.0%  Function: ^get node:internal/streams/readable:1270:8
      1    0.0%    0.0%  Function: ^get node:internal/bootstrap/pre_execution:370:8
      1    0.0%    0.0%  Function: ^get isPinned /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/sessions.js:127:17
      1    0.0%    0.0%  Function: ^get isActive /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/transactions.js:98:17
      1    0.0%    0.0%  Function: ^get description /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cmap/connection.js:71:20
      1    0.0%    0.0%  Function: ^get closed /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cmap/connection_pool.js:103:15
      1    0.0%    0.0%  Function: ^get /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/bson/lib/bson.js:7:76
      1    0.0%    0.0%  Function: ^finishMaybe node:internal/streams/writable:731:21
      1    0.0%    0.0%  Function: ^finishMaybe /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/winston-transport/node_modules/readable-stream/lib/_stream_writable.js:616:21
      1    0.0%    0.0%  Function: ^findLongestRegisteredExtension node:internal/modules/cjs/loader:413:40
      1    0.0%    0.0%  Function: ^executeOperationAsync /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/operations/execute_operation.js:15:37
      1    0.0%    0.0%  Function: ^digest node:internal/crypto/hash:146:40
