Statistical profiling result from con_console.log.log, (9343 ticks, 54 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1  100.0%            Function: ^fromHostPort /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/utils.js:823:24
      1    1.1%        Function: ^<anonymous> /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongoose/lib/helpers/pluralize.js:86:34
      1  100.0%          t std::__1::unique_ptr<std::__1::__hash_node<std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > >, void*>, std::__1::__hash_node_destructor<std::__1::allocator<std::__1::__hash_node<std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > >, void*> > > > std::__1::__hash_table<std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > >, std::__1::__unordered_map_hasher<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > >, std::__1::hash<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > >, true>, std::__1::__unordered_map_equal<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > >, std::__1::equal_to<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > >, true>, std::__1::allocator<std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > > > >::__construct_node<char const*&, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > >(char const*&, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> >&&)
      1  100.0%            LazyCompile: ~pluralize /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongoose/lib/helpers/pluralize.js:82:19
      1    1.1%        Function: ^<anonymous> /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cmap/connect.js:78:43
      1  100.0%          LazyCompile: ~prepareHandshakeDocument /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cmap/connect.js:151:34
      1  100.0%            LazyCompile: ~performInitialHandshake /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cmap/connect.js:62:33
     78    4.3%      Function: ^memoryUsage node:internal/process/per_thread:168:23
     78  100.0%        Function: ^<anonymous> /Users/manuelrolon/Desktop/Entregas/Entrega14/routes/info.js:19:36
     60   76.9%          LazyCompile: *handle /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/express/lib/router/layer.js:86:49
     60  100.0%            Function: ^next /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/express/lib/router/route.js:116:16
     18   23.1%          Function: ^handle /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/express/lib/router/layer.js:86:49
     18  100.0%            Function: ^next /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/express/lib/router/route.js:116:16
     49    2.7%      Function: ^writevGeneric node:internal/stream_base_commons:122:23
     41   83.7%        Function: ^Socket._writeGeneric node:net:791:42
     41  100.0%          Function: ^Socket._writev node:net:823:36
     41  100.0%            Function: ^doWrite node:internal/streams/writable:398:17
      8   16.3%        LazyCompile: *clearBuffer node:internal/streams/writable:529:21
      8  100.0%          Function: ^Writable.uncork node:internal/streams/writable:341:37
      6   75.0%            Function: ^connectionCorkNT node:_http_outgoing:796:26
      2   25.0%            Function: ^end node:_http_outgoing:833:45
     33    1.8%      LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
     33  100.0%        LazyCompile: ~nativeModuleRequire node:internal/bootstrap/loaders:332:29
      6   18.2%          Function: ~<anonymous> node:internal/modules/esm/loader:1:1
      6  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      5   15.2%          Function: ~<anonymous> node:internal/modules/esm/fetch_module:1:1
      5  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      4   12.1%          LazyCompile: ~initializeCJSLoader node:internal/bootstrap/pre_execution:477:29
      4  100.0%            LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:28:36
      2    6.1%          Function: ~<anonymous> node:internal/process/esm_loader:1:1
      2  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    6.1%          Function: ~<anonymous> node:internal/modules/esm/module_map:1:1
      2  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    6.1%          Function: ~<anonymous> node:internal/modules/esm/get_source:1:1
      2  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    6.1%          Function: ~<anonymous> node:internal/modules/esm/get_format:1:1
      2  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2    6.1%          Function: ~<anonymous> node:internal/main/run_main_module:1:1
      1    3.0%          LazyCompile: ~initializeSourceMapsHandlers node:internal/bootstrap/pre_execution:516:38
      1  100.0%            LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:28:36
      1    3.0%          LazyCompile: ~get BlockList node:net:1826:16
      1  100.0%            Function: ~<anonymous> node:internal/modules/esm/fetch_module:1:1
      1    3.0%          Function: ~<anonymous> node:net:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    3.0%          Function: ~<anonymous> node:internal/source_map/source_map_cache:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    3.0%          Function: ~<anonymous> node:internal/modules/esm/load:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    3.0%          Function: ~<anonymous> node:internal/modules/cjs/loader:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    3.0%          Function: ~<anonymous> node:internal/fs/promises:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    3.0%          Function: ~<anonymous> node:internal/blocklist:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
     26    1.4%      LazyCompile: *deserializeObject /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/bson/lib/parser/deserializer.js:65:27
      9   34.6%        LazyCompile: *parse /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cmap/commands.js:426:10
      9  100.0%          Function: ^onMessage /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cmap/connection.js:156:14
      9  100.0%            Function: ^<anonymous> /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cmap/connection.js:60:44
      9   34.6%        LazyCompile: *deserializeObject /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/bson/lib/parser/deserializer.js:65:27
      4   44.4%          Function: ^deserialize /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/bson/lib/parser/deserializer.js:36:21
      4  100.0%            Function: ^deserialize /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/bson/lib/bson.js:161:21
      3   33.3%          LazyCompile: *parse /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cmap/commands.js:426:10
      3  100.0%            Function: ^onMessage /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cmap/connection.js:156:14
      2   22.2%          LazyCompile: *deserializeObject /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/bson/lib/parser/deserializer.js:65:27
      1   50.0%            LazyCompile: *deserializeObject /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/bson/lib/parser/deserializer.js:65:27
      1   50.0%            Function: ^deserialize /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/bson/lib/parser/deserializer.js:36:21
      8   30.8%        Function: ^deserialize /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/bson/lib/parser/deserializer.js:36:21
      8  100.0%          Function: ^deserialize /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/bson/lib/bson.js:161:21
      6   75.0%            Function: ^parse /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cmap/commands.js:426:10
      2   25.0%            Function: ^parse /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cmap/commands.js:222:10
     23    1.3%      LazyCompile: *realpathSync node:fs:2425:22
     12   52.2%        Function: ^toRealPath node:internal/modules/cjs/loader:393:20
     12  100.0%          Function: ^tryFile node:internal/modules/cjs/loader:384:17
     11   91.7%            Function: ^tryExtensions node:internal/modules/cjs/loader:400:23
      1    8.3%            Function: ^tryPackage node:internal/modules/cjs/loader:338:20
     11   47.8%        LazyCompile: *Module._findPath node:internal/modules/cjs/loader:494:28
     11  100.0%          Function: ^Module._resolveFilename node:internal/modules/cjs/loader:848:35
     10   90.9%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      1    9.1%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
     23    1.3%      Function: ^initialize /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/passport/lib/middleware/initialize.js:51:29
     12   52.2%        LazyCompile: *trim_prefix /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/express/lib/router/index.js:293:23
     12  100.0%          LazyCompile: *next /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/express/lib/router/index.js:177:16
      7   58.3%            Function: ^<anonymous> /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/express-session/index.js:485:38
      5   41.7%            LazyCompile: *<anonymous> /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/connect-mongo/build/main/lib/MongoStore.js:203:10
      7   30.4%        Function: ^handle /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/express/lib/router/layer.js:86:49
      7  100.0%          Function: ^trim_prefix /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/express/lib/router/index.js:293:23
      4   57.1%            LazyCompile: *next /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/express/lib/router/index.js:177:16
      3   42.9%            Function: ^<anonymous> /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/express/lib/router/index.js:280:64
      4   17.4%        LazyCompile: *handle /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/express/lib/router/layer.js:86:49
      4  100.0%          Function: ^trim_prefix /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/express/lib/router/index.js:293:23
      4  100.0%            LazyCompile: *next /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/express/lib/router/index.js:177:16
     20    1.1%      LazyCompile: *nextTick node:internal/process/task_queues:104:18
      3   15.0%        LazyCompile: *Readable.read node:internal/streams/readable:394:35
      3  100.0%          Function: ^resume_ node:internal/streams/readable:984:17
      3  100.0%            LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      3   15.0%        Function: ^emitReadable node:internal/streams/readable:563:22
      3  100.0%          LazyCompile: *readableAddChunk node:internal/streams/readable:236:26
      3  100.0%            Function: ^Readable.push node:internal/streams/readable:227:35
      2   10.0%        Function: ^resOnFinish node:_http_server:793:21
      2  100.0%          LazyCompile: *emit node:events:475:44
      2  100.0%            Function: ^onFinish node:_http_outgoing:828:18
      2   10.0%        Function: ^onwrite /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/winston-transport/node_modules/readable-stream/lib/_stream_writable.js:444:17
      2  100.0%          Function: ^WritableState.onwrite /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/winston-transport/node_modules/readable-stream/lib/_stream_writable.js:159:27
      2  100.0%            Function: ^log /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/winston/lib/winston/transports/file.js:117:6
      2   10.0%        Function: ^maybeReadMore /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/winston/node_modules/readable-stream/lib/_stream_readable.js:558:23
      2  100.0%          Function: ^addChunk /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/winston/node_modules/readable-stream/lib/_stream_readable.js:295:18
      2  100.0%            Function: ^readableAddChunk /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/winston/node_modules/readable-stream/lib/_stream_readable.js:249:26
      2   10.0%        Function: ^checkOut /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cmap/connection_pool.js:169:13
      2  100.0%          Function: ^withConnection /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cmap/connection_pool.js:285:19
      2  100.0%            Function: ^command /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/sdam/server.js:150:12
      1    5.0%        LazyCompile: *readableAddChunk node:internal/streams/readable:236:26
      1  100.0%          Function: ^Readable.push node:internal/streams/readable:227:35
      1  100.0%            Function: ^onStreamRead node:internal/stream_base_commons:167:22
      1    5.0%        Function: ^resume node:internal/streams/readable:977:16
      1  100.0%          Function: ^Readable.resume node:internal/streams/readable:963:37
      1  100.0%            Function: ^_dump node:_http_incoming:364:49
      1    5.0%        Function: ^onwrite node:internal/streams/writable:425:17
      1  100.0%          Function: ^afterWriteDispatched node:internal/stream_base_commons:155:30
      1  100.0%            Function: ^writevGeneric node:internal/stream_base_commons:122:23
      1    5.0%        Function: ^onwrite /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/winston/node_modules/readable-stream/lib/_stream_writable.js:444:17
      1  100.0%          Function: ^WritableState.onwrite /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/winston/node_modules/readable-stream/lib/_stream_writable.js:159:27
      1  100.0%            Function: ^afterTransform /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/winston/node_modules/readable-stream/lib/_stream_transform.js:76:24
      1    5.0%        Function: ^maybeReadMore node:internal/streams/readable:602:23
      1  100.0%          Function: ^addChunk node:internal/streams/readable:304:18
      1  100.0%            Function: ^readableAddChunk node:internal/streams/readable:236:26
      1    5.0%        Function: ^checkIn /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cmap/connection_pool.js:191:12
      1  100.0%          Function: ^<anonymous> /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cmap/connection_pool.js:302:27
      1  100.0%            Function: ^<anonymous> /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/sdam/server.js:211:101
     19    1.1%      Function: ^promisify node:internal/util:324:19
     19  100.0%        Function: ^AbstractOperation /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/operations/operation.js:26:16
     19  100.0%          Function: ^CommandOperation /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/operations/command.js:13:16
      7   36.8%            LazyCompile: *<anonymous> /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/connect-mongo/build/main/lib/MongoStore.js:296:10
      6   31.6%            Function: ^FindOperation /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/operations/find.js:12:16
      5   26.3%            Function: ^UpdateOperation /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/operations/update.js:10:16
      1    5.3%            LazyCompile: ~FindOperation /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/operations/find.js:12:16
    232    6.6%    LazyCompile: *compileFunction node:vm:308:25
    201   86.6%      LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
    201  100.0%        Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
    201  100.0%          LazyCompile: *Module.load node:internal/modules/cjs/loader:969:33
    125   62.2%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
     76   37.8%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
     31   13.4%      Function: ^wrapSafe node:internal/modules/cjs/loader:1017:18
     31  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1059:37
     31  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
     29   93.5%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      2    6.5%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24

   2188   23.4%  T __kernelrpc_mach_port_get_context

   1117   12.0%  T node::contextify::ContextifyContext::CompileFunction(v8::FunctionCallbackInfo<v8::Value> const&)
   1114   99.7%    t std::__1::unique_ptr<std::__1::__hash_node<std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > >, void*>, std::__1::__hash_node_destructor<std::__1::allocator<std::__1::__hash_node<std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > >, void*> > > > std::__1::__hash_table<std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > >, std::__1::__unordered_map_hasher<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > >, std::__1::hash<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > >, true>, std::__1::__unordered_map_equal<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > >, std::__1::equal_to<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > >, true>, std::__1::allocator<std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > > > >::__construct_node<char const*&, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > >(char const*&, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> >&&)
   1107   99.4%      Function: ^compileFunction node:vm:308:25
    879   79.4%        Function: ^wrapSafe node:internal/modules/cjs/loader:1017:18
    878   99.9%          Function: ^Module._compile node:internal/modules/cjs/loader:1059:37
    860   97.9%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
     18    2.1%            LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1114:37
    222   20.1%        LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
    222  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
    138   62.2%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
     84   37.8%            LazyCompile: *Module.load node:internal/modules/cjs/loader:969:33

    407    4.4%  /usr/lib/system/libsystem_pthread.dylib
    248   60.9%    LazyCompile: *compileFunction node:vm:308:25
    213   85.9%      LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
    213  100.0%        Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
    213  100.0%          LazyCompile: *Module.load node:internal/modules/cjs/loader:969:33
    137   64.3%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
     76   35.7%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
     35   14.1%      Function: ^wrapSafe node:internal/modules/cjs/loader:1017:18
     35  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1059:37
     35  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
     26   74.3%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      9   25.7%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
    147   36.1%    t std::__1::unique_ptr<std::__1::__hash_node<std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > >, void*>, std::__1::__hash_node_destructor<std::__1::allocator<std::__1::__hash_node<std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > >, void*> > > > std::__1::__hash_table<std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > >, std::__1::__unordered_map_hasher<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > >, std::__1::hash<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > >, true>, std::__1::__unordered_map_equal<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > >, std::__1::equal_to<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > >, true>, std::__1::allocator<std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > > > >::__construct_node<char const*&, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > >(char const*&, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> >&&)
      5    3.4%      LazyCompile: ~value node:internal/console/constructor:321:20
      5  100.0%        LazyCompile: ~log node:internal/console/constructor:359:6
      5  100.0%          t std::__1::unique_ptr<std::__1::__hash_node<std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > >, void*>, std::__1::__hash_node_destructor<std::__1::allocator<std::__1::__hash_node<std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > >, void*> > > > std::__1::__hash_table<std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > >, std::__1::__unordered_map_hasher<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > >, std::__1::hash<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > >, true>, std::__1::__unordered_map_equal<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > >, std::__1::equal_to<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > >, true>, std::__1::allocator<std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > > > >::__construct_node<char const*&, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> > >(char const*&, std::__1::unique_ptr<v8::ScriptCompiler::CachedData, std::__1::default_delete<v8::ScriptCompiler::CachedData> >&&)
      5  100.0%            LazyCompile: ~<anonymous> /Users/manuelrolon/Desktop/Entregas/Entrega14/server.js:142:43
